index,team_id,score,TeamCapture,NonTeamCapture,job_num,task_num,results_dir,num_rows,align_weight~t~1,autonomy~t~1,avoid_nonteam_weight~t~1,avoid_team_weight~t~1,centroid_weight~t~1,comms_range~t~1,fov_az~t~1,fov_el~t~1,goal_weight~t~1,max_pred_speed~t~1,max_speed~t~1,sphere_of_influence~t~1,motion_model~t~1,vel_max~t~1,motion_model~predator,pitch_rate_max~predator,turn_rate_max~predator,vel_max~predator,align_weight~t~2~predator,allow_prey_switching~t~2~predator,autonomy~t~2~predator,avoid_nonteam_weight~t~2~predator,avoid_team_weight~t~2~predator,capture_range~t~2~predator,centroid_weight~t~2~predator,comms_range~t~2~predator,max_pred_speed~t~2~predator,max_speed~t~2~predator,align_weight~t~3~predator,allow_prey_switching~t~3~predator,autonomy~t~3~predator,avoid_nonteam_weight~t~3~predator,avoid_team_weight~t~3~predator,capture_range~t~3~predator,centroid_weight~t~3~predator,comms_range~t~3~predator,max_pred_speed~t~3~predator,max_speed~t~3~predator
69,3,1.0,0.0,1.0,11073,5,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_5/,2.0,31.3724847222,Boids,23.1232910048,6.28821025372,17.9805278913,686,360,360,0.1,14,44,100,Unicycle,30,Unicycle,1.5,2,35,14.4854278637,true,PredatorUnique,12.8574577607,30.2364891939,5,19.3528490994,112,11,38,43.1767632578,false,PredatorUnique,18.8781346369,30.9454671314,5,21.595487966,738,12,38
70,2,21.0,0.0,21.0,11073,50,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_50/,2.0,49.9297233353,Boids,5.46505905664,19.3010576792,10.3203266137,980,360,360,0.1,45,16,100,Unicycle,30,Unicycle,1.5,2,35,33.5821567408,true,PredatorUnique,27.8665484833,1.08275294273,5,34.4829811029,889,32,11,30.7242290997,false,PredatorUnique,37.6612126551,46.9806349632,5,8.14842321592,369,44,39
71,3,22.0,0.0,22.0,11073,50,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_50/,2.0,49.9297233353,Boids,5.46505905664,19.3010576792,10.3203266137,980,360,360,0.1,45,16,100,Unicycle,30,Unicycle,1.5,2,35,33.5821567408,true,PredatorUnique,27.8665484833,1.08275294273,5,34.4829811029,889,32,11,30.7242290997,false,PredatorUnique,37.6612126551,46.9806349632,5,8.14842321592,369,44,39
72,2,3.0,0.0,3.0,11073,51,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_51/,1.0,34.1536604131,Boids,39.1407136442,27.2822105559,5.25243293477,860,360,360,0.1,40,45,100,Unicycle,30,Unicycle,1.5,2,35,35.3812110994,true,PredatorUnique,14.2265279021,13.5359838325,5,2.94946377182,635,33,14,32.6489571485,false,PredatorUnique,2.89494394812,30.0923412218,5,17.6320540552,670,19,45
73,2,12.0,0.0,12.0,11073,53,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_53/,2.0,22.7085781104,Boids,25.7375995281,45.2131016484,44.0263697812,820,360,360,0.1,40,11,100,Unicycle,30,Unicycle,1.5,2,35,31.8176421427,true,PredatorUnique,14.4498425236,40.1072608209,5,33.5042002715,410,45,11,20.1896860189,false,PredatorUnique,2.65285025877,16.2515282332,5,6.84649610125,567,12,15
74,3,2.0,0.0,2.0,11073,53,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_53/,2.0,22.7085781104,Boids,25.7375995281,45.2131016484,44.0263697812,820,360,360,0.1,40,11,100,Unicycle,30,Unicycle,1.5,2,35,31.8176421427,true,PredatorUnique,14.4498425236,40.1072608209,5,33.5042002715,410,45,11,20.1896860189,false,PredatorUnique,2.65285025877,16.2515282332,5,6.84649610125,567,12,15
75,2,17.0,0.0,17.0,11073,56,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_56/,2.0,16.4937777627,Boids,31.8856374306,21.3761106548,22.9016314625,364,360,360,0.1,13,12,100,Unicycle,30,Unicycle,1.5,2,35,43.5456565654,true,PredatorUnique,40.7616080511,5.33753681761,5,44.054456487,573,49,35,23.8139747703,false,PredatorUnique,49.0405968875,29.0835900963,5,12.070313132,823,22,45
76,3,28.0,0.0,28.0,11073,56,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_56/,2.0,16.4937777627,Boids,31.8856374306,21.3761106548,22.9016314625,364,360,360,0.1,13,12,100,Unicycle,30,Unicycle,1.5,2,35,43.5456565654,true,PredatorUnique,40.7616080511,5.33753681761,5,44.054456487,573,49,35,23.8139747703,false,PredatorUnique,49.0405968875,29.0835900963,5,12.070313132,823,22,45
77,2,5.0,0.0,5.0,11073,58,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_58/,2.0,21.3860004266,Boids,34.3042067896,44.3003326605,25.8855754904,642,360,360,0.1,36,18,100,Unicycle,30,Unicycle,1.5,2,35,2.26845868782,true,PredatorUnique,20.8989055321,34.1917433472,5,27.8070389092,142,36,13,39.969500562,false,PredatorUnique,39.4236812551,45.3054981825,5,9.43711628074,680,46,20
78,3,5.0,0.0,5.0,11073,58,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_58/,2.0,21.3860004266,Boids,34.3042067896,44.3003326605,25.8855754904,642,360,360,0.1,36,18,100,Unicycle,30,Unicycle,1.5,2,35,2.26845868782,true,PredatorUnique,20.8989055321,34.1917433472,5,27.8070389092,142,36,13,39.969500562,false,PredatorUnique,39.4236812551,45.3054981825,5,9.43711628074,680,46,20
79,2,26.0,0.0,26.0,11073,59,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_59/,2.0,34.7782961551,Boids,8.58293963914,35.31060475,4.69639945782,770,360,360,0.1,32,26,100,Unicycle,30,Unicycle,1.5,2,35,43.8230295819,true,PredatorUnique,8.00658047769,31.5537884327,5,31.0051151185,244,34,23,31.0252147443,false,PredatorUnique,14.0919045464,43.9069502932,5,40.1862989425,879,34,32
80,3,17.0,0.0,17.0,11073,59,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_59/,2.0,34.7782961551,Boids,8.58293963914,35.31060475,4.69639945782,770,360,360,0.1,32,26,100,Unicycle,30,Unicycle,1.5,2,35,43.8230295819,true,PredatorUnique,8.00658047769,31.5537884327,5,31.0051151185,244,34,23,31.0252147443,false,PredatorUnique,14.0919045464,43.9069502932,5,40.1862989425,879,34,32
81,2,1.0,0.0,1.0,11073,62,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_62/,2.0,16.6188936022,Boids,9.7163577775,31.9085379869,41.7990796716,322,360,360,0.1,10,32,100,Unicycle,30,Unicycle,1.5,2,35,22.0189832067,true,PredatorUnique,34.6142389339,47.5865642166,5,19.5583706703,191,25,25,4.24018956206,false,PredatorUnique,34.3124104674,23.2692710121,5,8.87305647535,526,15,44
82,3,1.0,0.0,1.0,11073,62,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_62/,2.0,16.6188936022,Boids,9.7163577775,31.9085379869,41.7990796716,322,360,360,0.1,10,32,100,Unicycle,30,Unicycle,1.5,2,35,22.0189832067,true,PredatorUnique,34.6142389339,47.5865642166,5,19.5583706703,191,25,25,4.24018956206,false,PredatorUnique,34.3124104674,23.2692710121,5,8.87305647535,526,15,44
83,2,2.0,0.0,2.0,11073,8,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_8/,2.0,22.0186809292,Boids,29.3369038289,38.0222356857,6.11218921554,513,360,360,0.1,46,31,100,Unicycle,30,Unicycle,1.5,2,35,40.4102024784,true,PredatorUnique,25.9719521597,18.2268861341,5,25.404232054,326,15,42,11.4865024985,false,PredatorUnique,38.5577593877,1.50257143956,5,16.6821234422,117,30,13
84,3,2.0,0.0,2.0,11073,8,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_8/,2.0,22.0186809292,Boids,29.3369038289,38.0222356857,6.11218921554,513,360,360,0.1,46,31,100,Unicycle,30,Unicycle,1.5,2,35,40.4102024784,true,PredatorUnique,25.9719521597,18.2268861341,5,25.404232054,326,15,42,11.4865024985,false,PredatorUnique,38.5577593877,1.50257143956,5,16.6821234422,117,30,13
85,2,14.0,0.0,14.0,11073,9,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_9/,2.0,11.6961336462,Boids,41.1807122478,42.0096011498,44.6962565368,299,360,360,0.1,25,46,100,Unicycle,30,Unicycle,1.5,2,35,15.7708458525,true,PredatorUnique,19.2224538707,7.46375596717,5,2.39383953882,392,36,18,45.5626380532,false,PredatorUnique,38.2384302128,31.1042000429,5,11.8790251999,998,31,36
86,3,5.0,0.0,5.0,11073,9,/Users/lauraS/sample-data/2018-02-24_13-55-45_job_11073_task_9/,2.0,11.6961336462,Boids,41.1807122478,42.0096011498,44.6962565368,299,360,360,0.1,25,46,100,Unicycle,30,Unicycle,1.5,2,35,15.7708458525,true,PredatorUnique,19.2224538707,7.46375596717,5,2.39383953882,392,36,18,45.5626380532,false,PredatorUnique,38.2384302128,31.1042000429,5,11.8790251999,998,31,36
