team_id,TeamCapture,NonTeamCapture,job_num,task_num,results_dir,num_rows,align_weight_t_1,avoid_nonteam_weight_t_1,avoid_team_weight_t_1,centroid_weight_t_1,comms_range_t_1,fov_az_t_1,fov_el_t_1,goal_weight_t_1,max_speed_t_1,sphere_of_influence_t_1,turn_rate_max_t_1,vel_max_t_1,pitch_rate_max_predator,turn_rate_max_predator,vel_max_predator,allow_prey_switching_t_2_predator
2,0.0,0.0,41657,999,2018-04-22_08-39-47_job_41657_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41658,990,2018-04-22_08-40-17_job_41658_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41658,990,2018-04-22_08-40-17_job_41658_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41658,992,2018-04-22_08-40-17_job_41658_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41658,992,2018-04-22_08-40-17_job_41658_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41658,994,2018-04-22_08-40-17_job_41658_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41658,994,2018-04-22_08-40-17_job_41658_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41658,996,2018-04-22_08-40-17_job_41658_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41658,996,2018-04-22_08-40-17_job_41658_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41658,998,2018-04-22_08-40-17_job_41658_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41658,998,2018-04-22_08-40-17_job_41658_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41658,999,2018-04-22_08-40-17_job_41658_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41658,999,2018-04-22_08-40-17_job_41658_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41659,990,2018-04-22_08-40-47_job_41659_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41659,990,2018-04-22_08-40-47_job_41659_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41659,992,2018-04-22_08-40-47_job_41659_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41659,992,2018-04-22_08-40-47_job_41659_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41659,994,2018-04-22_08-40-47_job_41659_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41659,994,2018-04-22_08-40-47_job_41659_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41659,996,2018-04-22_08-40-47_job_41659_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41659,996,2018-04-22_08-40-47_job_41659_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41659,998,2018-04-22_08-40-47_job_41659_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41659,998,2018-04-22_08-40-47_job_41659_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41659,999,2018-04-22_08-40-48_job_41659_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41659,999,2018-04-22_08-40-48_job_41659_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41660,990,2018-04-22_08-41-18_job_41660_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41660,990,2018-04-22_08-41-18_job_41660_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41660,994,2018-04-22_08-41-18_job_41660_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41660,994,2018-04-22_08-41-18_job_41660_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41660,996,2018-04-22_08-41-18_job_41660_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41660,996,2018-04-22_08-41-18_job_41660_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41660,998,2018-04-22_08-41-18_job_41660_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41660,998,2018-04-22_08-41-18_job_41660_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41660,999,2018-04-22_08-41-18_job_41660_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41660,999,2018-04-22_08-41-18_job_41660_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41660,992,2018-04-22_08-41-19_job_41660_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41660,992,2018-04-22_08-41-19_job_41660_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41661,990,2018-04-22_08-41-48_job_41661_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41661,990,2018-04-22_08-41-48_job_41661_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41661,992,2018-04-22_08-41-48_job_41661_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41661,992,2018-04-22_08-41-48_job_41661_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41661,994,2018-04-22_08-41-48_job_41661_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41661,994,2018-04-22_08-41-48_job_41661_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41661,996,2018-04-22_08-41-48_job_41661_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41661,996,2018-04-22_08-41-48_job_41661_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41661,999,2018-04-22_08-41-48_job_41661_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41661,999,2018-04-22_08-41-48_job_41661_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41661,998,2018-04-22_08-41-55_job_41661_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41661,998,2018-04-22_08-41-55_job_41661_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41662,990,2018-04-22_08-42-18_job_41662_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41662,990,2018-04-22_08-42-18_job_41662_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41662,992,2018-04-22_08-42-18_job_41662_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41662,992,2018-04-22_08-42-18_job_41662_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41662,994,2018-04-22_08-42-18_job_41662_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41662,994,2018-04-22_08-42-18_job_41662_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41662,996,2018-04-22_08-42-18_job_41662_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41662,996,2018-04-22_08-42-18_job_41662_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41662,998,2018-04-22_08-42-18_job_41662_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41662,998,2018-04-22_08-42-18_job_41662_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41662,999,2018-04-22_08-42-18_job_41662_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41662,999,2018-04-22_08-42-18_job_41662_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41663,990,2018-04-22_08-42-48_job_41663_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41663,990,2018-04-22_08-42-48_job_41663_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41663,994,2018-04-22_08-42-48_job_41663_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41663,994,2018-04-22_08-42-48_job_41663_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41663,996,2018-04-22_08-42-48_job_41663_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41663,996,2018-04-22_08-42-48_job_41663_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41663,992,2018-04-22_08-42-49_job_41663_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41663,992,2018-04-22_08-42-49_job_41663_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41663,998,2018-04-22_08-42-49_job_41663_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41663,998,2018-04-22_08-42-49_job_41663_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41663,999,2018-04-22_08-42-49_job_41663_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41663,999,2018-04-22_08-42-49_job_41663_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41664,990,2018-04-22_08-43-18_job_41664_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41664,990,2018-04-22_08-43-18_job_41664_task_990,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41664,998,2018-04-22_08-43-18_job_41664_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41664,998,2018-04-22_08-43-18_job_41664_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41664,999,2018-04-22_08-43-18_job_41664_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41664,999,2018-04-22_08-43-18_job_41664_task_999,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41664,992,2018-04-22_08-43-19_job_41664_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41664,992,2018-04-22_08-43-19_job_41664_task_992,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41664,996,2018-04-22_08-43-19_job_41664_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41664,996,2018-04-22_08-43-19_job_41664_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41664,994,2018-04-22_08-43-27_job_41664_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41664,994,2018-04-22_08-43-27_job_41664_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41665,994,2018-04-22_08-44-00_job_41665_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41665,994,2018-04-22_08-44-00_job_41665_task_994,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41665,996,2018-04-22_08-44-00_job_41665_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41665,996,2018-04-22_08-44-00_job_41665_task_996,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
1,0.0,0.0,41665,998,2018-04-22_08-44-00_job_41665_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
2,0.0,0.0,41665,998,2018-04-22_08-44-00_job_41665_task_998,2,0.5,10,1,1,200,360,360,0.1,50,100,0.25,50,1.5,0.25,50,False
